"id","market_and_exchange_names","report_date_as_yyyy_mm_dd","cftc_contract_market_code","open_interest_all","noncomm_positions_long_all","noncomm_positions_short_all"
"98063013874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-06-30T00:00:00.000","13874A","9910","421","3714"
"98071413874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-07-14T00:00:00.000","13874A","7559","709","895"
"98072113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-07-21T00:00:00.000","13874A","9059","1151","1619"
"98072813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-07-28T00:00:00.000","13874A","8440","653","0"
"98080413874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-08-04T00:00:00.000","13874A","9283","1146","0"
"98081113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-08-11T00:00:00.000","13874A","10936","2801","425"
"98081813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-08-18T00:00:00.000","13874A","10194","1144","495"
"98082513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-08-25T00:00:00.000","13874A","12835","2498","1801"
"98090113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-09-01T00:00:00.000","13874A","16026","1407","4096"
"98090813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-09-08T00:00:00.000","13874A","15423","2467","2075"
"98091513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-09-15T00:00:00.000","13874A","17217","2164","1694"
"98100613874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-10-06T00:00:00.000","13874A","14181","1451","2186"
"98101313874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-10-13T00:00:00.000","13874A","12046","1645","2484"
"98102013874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-10-20T00:00:00.000","13874A","12394","2847","2913"
"98102713874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-10-27T00:00:00.000","13874A","13026","0","3451"
"98110313874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-11-03T00:00:00.000","13874A","14585","830","3495"
"98111013874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-11-10T00:00:00.000","13874A","16092","1175","5348"
"98111713874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-11-17T00:00:00.000","13874A","14502","744","4630"
"98112413874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-11-24T00:00:00.000","13874A","16292","1960","5941"
"98120113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-12-01T00:00:00.000","13874A","17109","2052","6962"
"98120813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-12-08T00:00:00.000","13874A","17752","1367","7195"
"98121513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-12-15T00:00:00.000","13874A","22883","1072","8674"
"98122213874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-12-22T00:00:00.000","13874A","8613","621","1843"
"98122913874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1998-12-29T00:00:00.000","13874A","8483","774","1172"
"99010513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-01-05T00:00:00.000","13874A","10216","1100","2244"
"99011213874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-01-12T00:00:00.000","13874A","10122","1697","2143"
"99011913874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-01-19T00:00:00.000","13874A","13304","1125","3313"
"99012613874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-01-26T00:00:00.000","13874A","14791","2714","3470"
"99020213874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-02-02T00:00:00.000","13874A","17908","5149","4170"
"99020913874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-02-09T00:00:00.000","13874A","17202","2991","4681"
"99021613874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-02-16T00:00:00.000","13874A","20073","4623","4095"
"99022313874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-02-23T00:00:00.000","13874A","21738","6968","4855"
"99030213874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-03-02T00:00:00.000","13874A","18493","3681","5205"
"99030913874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-03-09T00:00:00.000","13874A","18491","4278","5135"
"99031613874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-03-16T00:00:00.000","13874A","22024","5171","5120"
"99032313874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-03-23T00:00:00.000","13874A","10374","1742","1018"
"99033013874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-03-30T00:00:00.000","13874A","12061","4421","1092"
"99040613874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-04-06T00:00:00.000","13874A","14991","7194","1011"
"99041313874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-04-13T00:00:00.000","13874A","18217","10303","1341"
"99042013874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-04-20T00:00:00.000","13874A","17021","4768","3242"
"99042713874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-04-27T00:00:00.000","13874A","19755","9674","3743"
"99050413874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-05-04T00:00:00.000","13874A","19385","3040","4225"
"99051113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-05-11T00:00:00.000","13874A","19712","4136","5954"
"99051813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-05-18T00:00:00.000","13874A","19596","5352","6560"
"99052513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-05-25T00:00:00.000","13874A","23767","6428","7831"
"99060113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-06-01T00:00:00.000","13874A","22593","7004","8377"
"99060813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-06-08T00:00:00.000","13874A","23290","8311","8525"
"99061513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-06-15T00:00:00.000","13874A","26835","9168","3201"
"99062213874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-06-22T00:00:00.000","13874A","11403","2967","1780"
"990622209742F","NASDAQ-100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-06-22T00:00:00.000","209742","537","227","40"
"99062913874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-06-29T00:00:00.000","13874A","15191","5819","4103"
"990629209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-06-29T00:00:00.000","209742","1299","517","251"
"99070613874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-07-06T00:00:00.000","13874A","18063","7308","5354"
"990706209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-07-06T00:00:00.000","209742","1525","510","422"
"99071313874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-07-13T00:00:00.000","13874A","14703","3207","4640"
"990713209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-07-13T00:00:00.000","209742","2236","1293","380"
"99072013874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-07-20T00:00:00.000","13874A","16110","4626","5854"
"990720209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-07-20T00:00:00.000","209742","2653","1663","450"
"99072713874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-07-27T00:00:00.000","13874A","16825","6000","5379"
"990727209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-07-27T00:00:00.000","209742","2857","1662","605"
"99080313874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-08-03T00:00:00.000","13874A","21909","10775","7464"
"990803209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-08-03T00:00:00.000","209742","3562","2099","750"
"99081013874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-08-10T00:00:00.000","13874A","25583","13264","5841"
"990810209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-08-10T00:00:00.000","209742","4127","2593","1138"
"99081713874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-08-17T00:00:00.000","13874A","27878","15685","6341"
"990817209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-08-17T00:00:00.000","209742","4367","2491","1255"
"99082413874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-08-24T00:00:00.000","13874A","31102","18174","7059"
"990824209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-08-24T00:00:00.000","209742","4706","2852","1335"
"99083113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-08-31T00:00:00.000","13874A","22784","6365","10566"
"990831209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-08-31T00:00:00.000","209742","4840","2892","1560"
"99090713874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-09-07T00:00:00.000","13874A","24130","9425","9982"
"990907209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-09-07T00:00:00.000","209742","5489","3416","1535"
"99091413874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-09-14T00:00:00.000","13874A","29963","11220","9878"
"990914209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-09-14T00:00:00.000","209742","4287","1975","228"
"99092113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-09-21T00:00:00.000","13874A","15165","7340","3714"
"990921209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-09-21T00:00:00.000","209742","1887","1135","365"
"99092813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-09-28T00:00:00.000","13874A","21100","10558","2376"
"990928209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-09-28T00:00:00.000","209742","2392","1224","945"
"99100513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-10-05T00:00:00.000","13874A","25172","15510","3028"
"991005209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-10-05T00:00:00.000","209742","2426","1115","1025"
"99101213874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-10-12T00:00:00.000","13874A","20296","8739","3809"
"991012209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-10-12T00:00:00.000","209742","2886","2066","304"
"99101913874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-10-19T00:00:00.000","13874A","24265","8997","5156"
"991019209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-10-19T00:00:00.000","209742","3448","1818","774"
"99102613874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-10-26T00:00:00.000","13874A","26490","13651","5969"
"991026209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-10-26T00:00:00.000","209742","3216","2008","934"
"99110213874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-11-02T00:00:00.000","13874A","27985","14909","6394"
"991102209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-11-02T00:00:00.000","209742","3591","2283","833"
"99110913874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-11-09T00:00:00.000","13874A","28430","12202","6714"
"991109209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-11-09T00:00:00.000","209742","4197","2395","1126"
"99111613874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-11-16T00:00:00.000","13874A","31028","15485","6205"
"991116209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-11-16T00:00:00.000","209742","5152","3139","1445"
"99112313874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-11-23T00:00:00.000","13874A","32182","17583","6401"
"991123209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-11-23T00:00:00.000","209742","5812","4299","1839"
"99113013874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-11-30T00:00:00.000","13874A","31587","18949","6600"
"991130209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-11-30T00:00:00.000","209742","6943","5185","1736"
"99120713874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-12-07T00:00:00.000","13874A","31096","10884","8160"
"991207209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-12-07T00:00:00.000","209742","9672","7494","1556"
"99121413874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-12-14T00:00:00.000","13874A","32897","11738","5151"
"991214209742F","E-MINI NASDAQ 100 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-12-14T00:00:00.000","209742","9775","4752","772"
"99122113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-12-21T00:00:00.000","13874A","14763","5650","1469"
"991221209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","1999-12-21T00:00:00.000","209742","6415","3993","741"
"99122813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","1999-12-28T00:00:00.000","13874A","16395","7677","1852"
"991228209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","1999-12-28T00:00:00.000","209742","6400","4427","735"
"00010413874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-01-04T00:00:00.000","13874A","13007","1181","3100"
"000104209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-01-04T00:00:00.000","209742","7655","4606","1099"
"00011113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-01-11T00:00:00.000","13874A","16982","4287","2446"
"000111209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-01-11T00:00:00.000","209742","8520","5158","945"
"00011813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-01-18T00:00:00.000","13874A","16859","4056","1583"
"000118209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-01-18T00:00:00.000","209742","9732","3000","749"
"00012513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-01-25T00:00:00.000","13874A","18788","6185","2763"
"000125209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-01-25T00:00:00.000","209742","8396","1310","1890"
"00020113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-02-01T00:00:00.000","13874A","20033","4315","2521"
"000201209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-02-01T00:00:00.000","209742","6795","1040","1701"
"00020813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-02-08T00:00:00.000","13874A","23329","5734","2910"
"000208209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-02-08T00:00:00.000","209742","9720","3682","2550"
"00021513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-02-15T00:00:00.000","13874A","26341","5963","4348"
"000215209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-02-15T00:00:00.000","209742","9714","2641","2591"
"00022213874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-02-22T00:00:00.000","13874A","26896","7496","6866"
"000222209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-02-22T00:00:00.000","209742","9177","1432","4364"
"00022913874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-02-29T00:00:00.000","13874A","28309","10668","4615"
"000229209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-02-29T00:00:00.000","209742","9535","2105","3762"
"00030713874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-03-07T00:00:00.000","13874A","32279","14397","6432"
"000307209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-03-07T00:00:00.000","209742","11868","2914","4418"
"00031413874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-03-14T00:00:00.000","13874A","37191","16004","2390"
"000314209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-03-14T00:00:00.000","209742","14803","3490","5561"
"00032113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-03-21T00:00:00.000","13874A","20284","6631","4769"
"000321209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-03-21T00:00:00.000","209742","8350","2728","4122"
"00032813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-03-28T00:00:00.000","13874A","23252","2766","2553"
"000328209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-03-28T00:00:00.000","209742","7584","3984","2063"
"00040413874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-04-04T00:00:00.000","13874A","23919","1976","5236"
"000404209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-04-04T00:00:00.000","209742","11975","4738","5407"
"00041113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-04-11T00:00:00.000","13874A","27607","4277","5614"
"000411209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-04-11T00:00:00.000","209742","14149","5557","9266"
"00041813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-04-18T00:00:00.000","13874A","29125","4791","5015"
"000418209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-04-18T00:00:00.000","209742","17099","6830","6983"
"00042513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-04-25T00:00:00.000","13874A","34456","8616","5016"
"000425209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-04-25T00:00:00.000","209742","18872","7757","8249"
"00050213874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-05-02T00:00:00.000","13874A","34727","4874","4241"
"000502209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-05-02T00:00:00.000","209742","17816","6414","10008"
"00050913874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-05-09T00:00:00.000","13874A","35473","5730","5257"
"000509209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-05-09T00:00:00.000","209742","21464","8201","12138"
"00051613874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-05-16T00:00:00.000","13874A","41743","13044","6711"
"000516209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-05-16T00:00:00.000","209742","23950","8349","13079"
"00052313874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-05-23T00:00:00.000","13874A","37471","8682","7968"
"000523209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-05-23T00:00:00.000","209742","26140","9322","13311"
"00053013874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-05-30T00:00:00.000","13874A","38910","11498","6776"
"000530209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-05-30T00:00:00.000","209742","27355","10993","14864"
"00060613874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-06-06T00:00:00.000","13874A","42739","13500","7191"
"000606209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-06-06T00:00:00.000","209742","29847","13516","15148"
"00061313874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-06-13T00:00:00.000","13874A","54140","7969","5843"
"000613209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-06-13T00:00:00.000","209742","33788","8611","16879"
"00062013874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-06-20T00:00:00.000","13874A","20682","3346","881"
"000620209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-06-20T00:00:00.000","209742","13546","2161","3386"
"00062713874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-06-27T00:00:00.000","13874A","26717","4834","586"
"000627209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-06-27T00:00:00.000","209742","17855","3503","6457"
"00070513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-07-05T00:00:00.000","13874A","32351","7187","0"
"000705209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-07-05T00:00:00.000","209742","17152","4273","6741"
"00071113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-07-11T00:00:00.000","13874A","31495","6562","1205"
"000711209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-07-11T00:00:00.000","209742","22769","4897","5797"
"00071813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-07-18T00:00:00.000","13874A","32560","6343","2826"
"000718209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-07-18T00:00:00.000","209742","24370","6725","10451"
"00072513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-07-25T00:00:00.000","13874A","33666","9587","4836"
"000725209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-07-25T00:00:00.000","209742","25450","6199","11791"
"00080113874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-08-01T00:00:00.000","13874A","40685","9177","10393"
"000801209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-08-01T00:00:00.000","209742","30258","7134","13641"
"00080813874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-08-08T00:00:00.000","13874A","42899","7801","7157"
"000808209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-08-08T00:00:00.000","209742","29853","6970","13958"
"00081513874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-08-15T00:00:00.000","13874A","45497","8426","7108"
"000815209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-08-15T00:00:00.000","209742","29919","8271","14590"
"00082213874AF","E-MINI S&P 500 STOCK INDEX - INTERNATIONAL MONETARY MARKET","2000-08-22T00:00:00.000","13874A","49066","9267","9513"
"000822209742F","NASDAQ-100 STOCK INDEX (MINI) - INTERNATIONAL MONETARY MARKET","2000-08-22T00:00:00.000","209742","32666","8955","15867"
"00082913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2000-08-29T00:00:00.000","13874A","50852","11441","8806"
"000829209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2000-08-29T00:00:00.000","209742","33960","6870","17039"
"00090513874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2000-09-05T00:00:00.000","13874A","45938","13223","9000"
"000905209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2000-09-05T00:00:00.000","209742","36812","8004","16706"
"00091213874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2000-09-12T00:00:00.000","13874A","60333","17141","10933"
"000912209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2000-09-12T00:00:00.000","209742","46283","8034","20968"
"00091913874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2000-09-19T00:00:00.000","13874A","28670","8329","5563"
"000919209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2000-09-19T00:00:00.000","209742","16973","4344","9192"
"00092613874AF","E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE","2000-09-26T00:00:00.000","13874A","31350","8217","4583"
"000926209742F","NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE","2000-09-26T00:00:00.000","209742","18945","3690","8366"
